"size_iter","samples","cm","acc","auc","iter"
1,164,"svmrad",0.545454545454545,0.650375939849624,11
1,164,"rf",0.484848484848485,0.56390977443609,11
1,164,"l2",0.606060606060606,0.590225563909774,12
1,164,"l1",0.575757575757576,0.5,12
1,164,"svmsig",0.606060606060606,0.567669172932331,12
1,164,"svmrad",0.606060606060606,0.567669172932331,12
1,164,"rf",0.606060606060606,0.503759398496241,12
1,164,"l2",0.484848484848485,0.578947368421053,13
1,164,"l1",0.575757575757576,0.5,13
1,164,"svmsig",0.575757575757576,0.56015037593985,13
1,164,"svmrad",0.575757575757576,0.56015037593985,13
1,164,"rf",0.575757575757576,0.569548872180451,13
1,164,"l2",0.5625,0.44047619047619,14
1,164,"l1",0.5625,0.5,14
1,164,"svmsig",0.53125,0.436507936507937,14
1,164,"svmrad",0.53125,0.436507936507937,14
1,164,"rf",0.5,0.482142857142857,14
1,164,"l2",0.575757575757576,0.590225563909774,15
1,164,"l1",0.575757575757576,0.5,15
1,164,"svmsig",0.606060606060606,0.586466165413534,15
1,164,"svmrad",0.606060606060606,0.586466165413534,15
1,164,"rf",0.606060606060606,0.584586466165414,15
1,164,"l2",0.575757575757576,0.635338345864662,16
1,164,"l1",0.575757575757576,0.5,16
1,164,"svmsig",0.666666666666667,0.669172932330827,16
1,164,"svmrad",0.666666666666667,0.669172932330827,16
1,164,"rf",0.606060606060606,0.486842105263158,16
1,164,"l2",0.575757575757576,0.5,17
1,164,"l1",0.575757575757576,0.5,17
1,164,"svmsig",0.545454545454545,0.691729323308271,17
1,164,"svmrad",0.545454545454545,0.691729323308271,17
1,164,"rf",0.545454545454545,0.607142857142857,17
1,164,"l2",0.5625,0.46031746031746,18
1,164,"l1",0.5625,0.5,18
1,164,"svmsig",0.53125,0.51984126984127,18
1,164,"svmrad",0.53125,0.51984126984127,18
1,164,"rf",0.5,0.551587301587302,18
1,164,"l2",0.575757575757576,0.545112781954887,19
1,164,"l1",0.575757575757576,0.5,19
1,164,"svmsig",0.666666666666667,0.578947368421053,19
1,164,"svmrad",0.666666666666667,0.578947368421053,19
1,164,"rf",0.696969696969697,0.580827067669173,19
1,164,"l2",0.545454545454545,0.413533834586466,20
1,164,"l1",0.484848484848485,0.293233082706767,20
1,164,"svmsig",0.515151515151515,0.507518796992481,20
1,164,"svmrad",0.515151515151515,0.507518796992481,20
1,164,"rf",0.424242424242424,0.419172932330827,20
1,164,"l2",0.575757575757576,0.443609022556391,21
1,164,"l1",0.575757575757576,0.5,21
1,164,"svmsig",0.606060606060606,0.492481203007519,21
1,164,"svmrad",0.606060606060606,0.492481203007519,21
1,164,"rf",0.515151515151515,0.351503759398496,21
1,164,"l2",0.575757575757576,0.5,22
1,164,"l1",0.575757575757576,0.5,22
1,164,"svmsig",0.666666666666667,0.612781954887218,22
1,164,"svmrad",0.666666666666667,0.612781954887218,22
1,164,"rf",0.636363636363636,0.691729323308271,22
1,164,"l2",0.575757575757576,0.417293233082707,23
1,164,"l1",0.575757575757576,0.5,23
1,164,"svmsig",0.575757575757576,0.402255639097744,23
1,164,"svmrad",0.575757575757576,0.402255639097744,23
1,164,"rf",0.515151515151515,0.567669172932331,23
1,164,"l2",0.575757575757576,0.567669172932331,24
1,164,"l1",0.515151515151515,0.398496240601504,24
1,164,"svmsig",0.636363636363636,0.56390977443609,24
1,164,"svmrad",0.636363636363636,0.56390977443609,24
1,164,"rf",0.484848484848485,0.571428571428572,24
1,164,"l2",0.5625,0.5,25
1,164,"l1",0.5625,0.5,25
1,164,"svmsig",0.59375,0.71031746031746,25
1,164,"svmrad",0.59375,0.71031746031746,25
1,164,"rf",0.46875,0.551587301587302,25
1,164,"l2",0.606060606060606,0.537593984962406,26
1,164,"l1",0.575757575757576,0.5,26
1,164,"svmsig",0.575757575757576,0.507518796992481,26
1,164,"svmrad",0.575757575757576,0.507518796992481,26
1,164,"rf",0.636363636363636,0.648496240601504,26
1,164,"l2",0.575757575757576,0.484962406015038,27
1,164,"l1",0.575757575757576,0.5,27
1,164,"svmsig",0.484848484848485,0.458646616541353,27
1,164,"svmrad",0.484848484848485,0.458646616541353,27
1,164,"rf",0.484848484848485,0.454887218045113,27
1,164,"l2",0.575757575757576,0.593984962406015,28
1,164,"l1",0.575757575757576,0.5,28
1,164,"svmsig",0.606060606060606,0.571428571428571,28
1,164,"svmrad",0.606060606060606,0.571428571428571,28
1,164,"rf",0.484848484848485,0.505639097744361,28
1,164,"l2",0.65625,0.666666666666667,29
1,164,"l1",0.5625,0.5,29
1,164,"svmsig",0.59375,0.658730158730159,29
1,164,"svmrad",0.59375,0.658730158730159,29
1,164,"rf",0.6875,0.763888888888889,29
1,164,"l2",0.575757575757576,0.5,30
1,164,"l1",0.575757575757576,0.5,30
1,164,"svmsig",0.636363636363636,0.718045112781955,30
1,164,"svmrad",0.636363636363636,0.718045112781955,30
1,164,"rf",0.575757575757576,0.546992481203008,30
1,164,"l2",0.575757575757576,0.526315789473684,31
1,164,"l1",0.454545454545455,0.477443609022556,31
1,164,"svmsig",0.515151515151515,0.469924812030075,31
1,164,"svmrad",0.515151515151515,0.469924812030075,31
1,164,"rf",0.515151515151515,0.434210526315789,31
1,164,"l2",0.575757575757576,0.515037593984962,32
1,164,"l1",0.575757575757576,0.5,32
1,164,"svmsig",0.575757575757576,0.571428571428572,32
1,164,"svmrad",0.575757575757576,0.571428571428572,32
1,164,"rf",0.454545454545455,0.394736842105263,32
1,164,"l2",0.59375,0.543650793650794,33
1,164,"l1",0.5625,0.5,33
1,164,"svmsig",0.5,0.547619047619048,33
1,164,"svmrad",0.5,0.547619047619048,33
1,164,"rf",0.5625,0.515873015873016,33
1,164,"l2",0.575757575757576,0.5,34
1,164,"l1",0.575757575757576,0.5,34
1,164,"svmsig",0.636363636363636,0.676691729323308,34
1,164,"svmrad",0.636363636363636,0.676691729323308,34
1,164,"rf",0.575757575757576,0.629699248120301,34
1,164,"l2",0.575757575757576,0.703007518796992,35
1,164,"l1",0.575757575757576,0.5,35
1,164,"svmsig",0.606060606060606,0.703007518796992,35
1,164,"svmrad",0.606060606060606,0.703007518796992,35
1,164,"rf",0.606060606060606,0.644736842105263,35
1,164,"l2",0.5625,0.634920634920635,36
1,164,"l1",0.5625,0.5,36
1,164,"svmsig",0.59375,0.654761904761905,36
1,164,"svmrad",0.59375,0.654761904761905,36
1,164,"rf",0.5625,0.609126984126984,36
1,164,"l2",0.515151515151515,0.503759398496241,37
1,164,"l1",0.575757575757576,0.5,37
1,164,"svmsig",0.515151515151515,0.462406015037594,37
1,164,"svmrad",0.515151515151515,0.462406015037594,37
1,164,"rf",0.575757575757576,0.503759398496241,37
1,164,"l2",0.575757575757576,0.5,38
1,164,"l1",0.575757575757576,0.5,38
1,164,"svmsig",0.606060606060606,0.661654135338346,38
1,164,"svmrad",0.606060606060606,0.661654135338346,38
1,164,"rf",0.545454545454545,0.708646616541353,38
1,164,"l2",0.484848484848485,0.469924812030075,39
1,164,"l1",0.575757575757576,0.5,39
1,164,"svmsig",0.484848484848485,0.454887218045113,39
1,164,"svmrad",0.484848484848485,0.454887218045113,39
1,164,"rf",0.515151515151515,0.520676691729323,39
1,164,"l2",0.606060606060606,0.488721804511278,40
1,164,"l1",0.575757575757576,0.434210526315789,40
1,164,"svmsig",0.454545454545455,0.454887218045113,40
1,164,"svmrad",0.454545454545455,0.454887218045113,40
1,164,"rf",0.484848484848485,0.355263157894737,40
1,164,"l2",0.575757575757576,0.5,41
1,164,"l1",0.575757575757576,0.5,41
1,164,"svmsig",0.696969696969697,0.62406015037594,41
1,164,"svmrad",0.696969696969697,0.62406015037594,41
1,164,"rf",0.515151515151515,0.481203007518797,41
1,164,"l2",0.5,0.464285714285714,42
1,164,"l1",0.40625,0.404761904761905,42
1,164,"svmsig",0.46875,0.432539682539683,42
1,164,"svmrad",0.46875,0.432539682539683,42
1,164,"rf",0.46875,0.498015873015873,42
1,164,"l2",0.545454545454545,0.383458646616541,43
1,164,"l1",0.424242424242424,0.357142857142857,43
1,164,"svmsig",0.575757575757576,0.462406015037594,43
1,164,"svmrad",0.575757575757576,0.462406015037594,43
1,164,"rf",0.545454545454545,0.37218045112782,43
1,164,"l2",0.575757575757576,0.5,44
1,164,"l1",0.575757575757576,0.5,44
1,164,"svmsig",0.575757575757576,0.56015037593985,44
1,164,"svmrad",0.575757575757576,0.56015037593985,44
1,164,"rf",0.606060606060606,0.543233082706767,44
1,164,"l2",0.575757575757576,0.56390977443609,45
1,164,"l1",0.575757575757576,0.5,45
1,164,"svmsig",0.515151515151515,0.507518796992481,45
1,164,"svmrad",0.515151515151515,0.507518796992481,45
1,164,"rf",0.606060606060606,0.601503759398496,45
1,164,"l2",0.575757575757576,0.5,46
1,164,"l1",0.575757575757576,0.5,46
1,164,"svmsig",0.575757575757576,0.575187969924812,46
1,164,"svmrad",0.575757575757576,0.575187969924812,46
1,164,"rf",0.575757575757576,0.603383458646617,46
1,164,"l2",0.5625,0.591269841269841,47
1,164,"l1",0.5625,0.5,47
1,164,"svmsig",0.59375,0.563492063492063,47
1,164,"svmrad",0.59375,0.563492063492063,47
1,164,"rf",0.59375,0.581349206349206,47
1,164,"l2",0.575757575757576,0.496240601503759,48
1,164,"l1",0.575757575757576,0.5,48
1,164,"svmsig",0.515151515151515,0.567669172932331,48
1,164,"svmrad",0.515151515151515,0.567669172932331,48
1,164,"rf",0.545454545454545,0.516917293233083,48
1,164,"l2",0.575757575757576,0.5,49
1,164,"l1",0.575757575757576,0.5,49
1,164,"svmsig",0.484848484848485,0.432330827067669,49
1,164,"svmrad",0.484848484848485,0.432330827067669,49
1,164,"rf",0.484848484848485,0.426691729323308,49
1,164,"l2",0.575757575757576,0.597744360902256,50
1,164,"l1",0.575757575757576,0.5,50
1,164,"svmsig",0.636363636363636,0.639097744360902,50
1,164,"svmrad",0.636363636363636,0.639097744360902,50
1,164,"rf",0.606060606060606,0.541353383458647,50
2,162,"l2",0.611111111111111,0.949041608228144,NA
2,162,"l1",0.574074074074074,0.5,NA
2,162,"svmsig",0.783950617283951,0.962443509428082,NA
2,162,"svmrad",0.783950617283951,0.962443509428082,NA
2,162,"rf",1,1,NA
2,162,"l2",0.606060606060606,0.511278195488722,1
2,162,"l1",0.575757575757576,0.5,1
2,162,"svmsig",0.606060606060606,0.481203007518797,1
2,162,"svmrad",0.606060606060606,0.481203007518797,1
2,162,"rf",0.666666666666667,0.639097744360902,1
2,162,"l2",0.575757575757576,0.56390977443609,2
2,162,"l1",0.575757575757576,0.5,2
2,162,"svmsig",0.515151515151515,0.605263157894737,2
2,162,"svmrad",0.515151515151515,0.605263157894737,2
2,162,"rf",0.454545454545455,0.509398496240602,2
2,162,"l2",0.606060606060606,0.578947368421053,3
2,162,"l1",0.575757575757576,0.5,3
2,162,"svmsig",0.575757575757576,0.631578947368421,3
2,162,"svmrad",0.575757575757576,0.631578947368421,3
2,162,"rf",0.575757575757576,0.595864661654135,3
2,162,"l2",0.5625,0.5,4
2,162,"l1",0.5625,0.5,4
2,162,"svmsig",0.625,0.634920634920635,4
2,162,"svmrad",0.625,0.634920634920635,4
2,162,"rf",0.625,0.662698412698413,4
2,162,"l2",0.548387096774194,0.628205128205128,5
2,162,"l1",0.580645161290323,0.457264957264957,5
2,162,"svmsig",0.67741935483871,0.606837606837607,5
2,162,"svmrad",0.67741935483871,0.606837606837607,5
2,162,"rf",0.483870967741935,0.547008547008547,5
2,162,"l2",0.575757575757576,0.605263157894737,6
2,162,"l1",0.575757575757576,0.5,6
2,162,"svmsig",0.606060606060606,0.657894736842105,6
2,162,"svmrad",0.606060606060606,0.657894736842105,6
2,162,"rf",0.545454545454545,0.513157894736842,6
2,162,"l2",0.5625,0.583333333333333,7
2,162,"l1",0.5625,0.5,7
2,162,"svmsig",0.53125,0.55952380952381,7
2,162,"svmrad",0.53125,0.55952380952381,7
2,162,"rf",0.46875,0.410714285714286,7
2,162,"l2",0.5625,0.436507936507936,8
2,162,"l1",0.46875,0.535714285714286,8
2,162,"svmsig",0.40625,0.444444444444444,8
2,162,"svmrad",0.40625,0.444444444444444,8
2,162,"rf",0.53125,0.474206349206349,8
2,162,"l2",0.625,0.619433198380567,9
2,162,"l1",0.59375,0.5,9
2,162,"svmsig",0.5625,0.574898785425101,9
2,162,"svmrad",0.5625,0.574898785425101,9
2,162,"rf",0.625,0.619433198380567,9
2,162,"l2",0.575757575757576,0.548872180451128,10
2,162,"l1",0.575757575757576,0.5,10
2,162,"svmsig",0.575757575757576,0.537593984962406,10
2,162,"svmrad",0.575757575757576,0.537593984962406,10
2,162,"rf",0.515151515151515,0.454887218045113,10
2,162,"l2",0.5625,0.535714285714286,11
2,162,"l1",0.5625,0.5,11
2,162,"svmsig",0.53125,0.595238095238095,11
2,162,"svmrad",0.53125,0.595238095238095,11
2,162,"rf",0.53125,0.488095238095238,11
2,162,"l2",0.59375,0.5,12
2,162,"l1",0.59375,0.5,12
2,162,"svmsig",0.65625,0.441295546558705,12
2,162,"svmrad",0.65625,0.441295546558705,12
2,162,"rf",0.71875,0.706477732793522,12
2,162,"l2",0.59375,0.579365079365079,13
2,162,"l1",0.5625,0.5,13
2,162,"svmsig",0.5625,0.595238095238095,13
2,162,"svmrad",0.5625,0.595238095238095,13
2,162,"rf",0.5625,0.58531746031746,13
2,162,"l2",0.484848484848485,0.492481203007519,14
2,162,"l1",0.575757575757576,0.5,14
2,162,"svmsig",0.545454545454545,0.492481203007519,14
2,162,"svmrad",0.545454545454545,0.492481203007519,14
2,162,"rf",0.575757575757576,0.575187969924812,14
2,162,"l2",0.545454545454545,0.530075187969925,15
2,162,"l1",0.575757575757576,0.5,15
2,162,"svmsig",0.575757575757576,0.56015037593985,15
2,162,"svmrad",0.575757575757576,0.56015037593985,15
2,162,"rf",0.545454545454545,0.473684210526316,15
2,162,"l2",0.575757575757576,0.56390977443609,16
2,162,"l1",0.575757575757576,0.5,16
2,162,"svmsig",0.606060606060606,0.515037593984963,16
2,162,"svmrad",0.606060606060606,0.515037593984963,16
2,162,"rf",0.545454545454545,0.545112781954887,16
2,162,"l2",0.575757575757576,0.586466165413534,17
2,162,"l1",0.454545454545455,0.409774436090226,17
2,162,"svmsig",0.636363636363636,0.605263157894737,17
2,162,"svmrad",0.636363636363636,0.605263157894737,17
2,162,"rf",0.454545454545455,0.520676691729323,17
2,162,"l2",0.5625,0.5,18
2,162,"l1",0.5625,0.5,18
2,162,"svmsig",0.625,0.662698412698413,18
2,162,"svmrad",0.625,0.662698412698413,18
2,162,"rf",0.65625,0.68452380952381,18
2,162,"l2",0.59375,0.659919028340081,19
2,162,"l1",0.59375,0.5,19
2,162,"svmsig",0.625,0.668016194331984,19
2,162,"svmrad",0.625,0.668016194331984,19
2,162,"rf",0.5625,0.554655870445344,19
2,162,"l2",0.5625,0.527777777777778,20
2,162,"l1",0.5625,0.5,20
2,162,"svmsig",0.5,0.555555555555556,20
2,162,"svmrad",0.5,0.555555555555556,20
2,162,"rf",0.5,0.557539682539683,20
2,162,"l2",0.575757575757576,0.5,21
2,162,"l1",0.575757575757576,0.5,21
2,162,"svmsig",0.606060606060606,0.530075187969925,21
2,162,"svmrad",0.606060606060606,0.530075187969925,21
2,162,"rf",0.575757575757576,0.389097744360902,21
2,162,"l2",0.5625,0.793650793650794,22
2,162,"l1",0.5625,0.5,22
2,162,"svmsig",0.59375,0.777777777777778,22
2,162,"svmrad",0.59375,0.777777777777778,22
2,162,"rf",0.53125,0.628968253968254,22
2,162,"l2",0.580645161290323,0.611111111111111,23
2,162,"l1",0.580645161290323,0.452991452991453,23
2,162,"svmsig",0.645161290322581,0.602564102564103,23
2,162,"svmrad",0.645161290322581,0.602564102564103,23
2,162,"rf",0.612903225806452,0.572649572649573,23
2,162,"l2",0.575757575757576,0.5,24
2,162,"l1",0.575757575757576,0.5,24
2,162,"svmsig",0.545454545454545,0.62406015037594,24
2,162,"svmrad",0.545454545454545,0.62406015037594,24
2,162,"rf",0.575757575757576,0.575187969924812,24
2,162,"l2",0.666666666666667,0.635338345864662,25
2,162,"l1",0.575757575757576,0.5,25
2,162,"svmsig",0.575757575757576,0.639097744360902,25
2,162,"svmrad",0.575757575757576,0.639097744360902,25
2,162,"rf",0.484848484848485,0.543233082706767,25
2,162,"l2",0.53125,0.453441295546559,26
2,162,"l1",0.59375,0.5,26
2,162,"svmsig",0.4375,0.441295546558705,26
2,162,"svmrad",0.4375,0.441295546558705,26
2,162,"rf",0.4375,0.421052631578947,26
2,162,"l2",0.575757575757576,0.5,27
2,162,"l1",0.575757575757576,0.5,27
2,162,"svmsig",0.666666666666667,0.890977443609023,27
2,162,"svmrad",0.666666666666667,0.890977443609023,27
2,162,"rf",0.666666666666667,0.75187969924812,27
2,162,"l2",0.5625,0.376984126984127,28
2,162,"l1",0.5625,0.265873015873016,28
2,162,"svmsig",0.46875,0.408730158730159,28
2,162,"svmrad",0.46875,0.408730158730159,28
2,162,"rf",0.5,0.325396825396825,28
2,162,"l2",0.5625,0.583333333333333,29
2,162,"l1",0.6875,0.702380952380952,29
2,162,"svmsig",0.625,0.587301587301587,29
2,162,"svmrad",0.625,0.587301587301587,29
2,162,"rf",0.625,0.609126984126984,29
2,162,"l2",0.575757575757576,0.364661654135338,30
2,162,"l1",0.424242424242424,0.402255639097744,30
2,162,"svmsig",0.424242424242424,0.357142857142857,30
2,162,"svmrad",0.424242424242424,0.357142857142857,30
2,162,"rf",0.515151515151515,0.445488721804511,30
2,162,"l2",0.5625,0.5,31
2,162,"l1",0.5625,0.5,31
2,162,"svmsig",0.625,0.71031746031746,31
2,162,"svmrad",0.625,0.71031746031746,31
2,162,"rf",0.5,0.581349206349206,31
2,162,"l2",0.5625,0.5,32
2,162,"l1",0.5625,0.5,32
2,162,"svmsig",0.59375,0.642857142857143,32
2,162,"svmrad",0.59375,0.642857142857143,32
2,162,"rf",0.5625,0.56547619047619,32
2,162,"l2",0.515151515151515,0.556390977443609,33
2,162,"l1",0.545454545454545,0.518796992481203,33
2,162,"svmsig",0.484848484848485,0.503759398496241,33
2,162,"svmrad",0.484848484848485,0.503759398496241,33
2,162,"rf",0.515151515151515,0.496240601503759,33
2,162,"l2",0.65625,0.59919028340081,34
2,162,"l1",0.59375,0.578947368421053,34
2,162,"svmsig",0.65625,0.631578947368421,34
2,162,"svmrad",0.65625,0.631578947368421,34
2,162,"rf",0.5625,0.558704453441296,34
2,162,"l2",0.575757575757576,0.5,35
2,162,"l1",0.575757575757576,0.5,35
2,162,"svmsig",0.636363636363636,0.582706766917293,35
2,162,"svmrad",0.636363636363636,0.582706766917293,35
2,162,"rf",0.575757575757576,0.648496240601504,35
2,162,"l2",0.5625,0.535714285714286,36
2,162,"l1",0.5625,0.5,36
2,162,"svmsig",0.5,0.555555555555556,36
2,162,"svmrad",0.5,0.555555555555556,36
2,162,"rf",0.59375,0.575396825396825,36
2,162,"l2",0.5625,0.5,37
2,162,"l1",0.5625,0.5,37
2,162,"svmsig",0.59375,0.51984126984127,37
2,162,"svmrad",0.59375,0.51984126984127,37
2,162,"rf",0.65625,0.595238095238095,37
2,162,"l2",0.575757575757576,0.5,38
2,162,"l1",0.575757575757576,0.5,38
2,162,"svmsig",0.696969696969697,0.62406015037594,38
2,162,"svmrad",0.696969696969697,0.62406015037594,38
2,162,"rf",0.515151515151515,0.516917293233083,38
2,162,"l2",0.53125,0.336032388663968,39
2,162,"l1",0.5625,0.481781376518219,39
2,162,"svmsig",0.46875,0.206477732793522,39
2,162,"svmrad",0.46875,0.206477732793522,39
2,162,"rf",0.5,0.497975708502024,39
2,162,"l2",0.575757575757576,0.556390977443609,40
2,162,"l1",0.575757575757576,0.486842105263158,40
2,162,"svmsig",0.545454545454545,0.593984962406015,40
2,162,"svmrad",0.545454545454545,0.593984962406015,40
2,162,"rf",0.454545454545455,0.469924812030075,40
2,162,"l2",0.5625,0.634920634920635,41
2,162,"l1",0.5625,0.5,41
2,162,"svmsig",0.59375,0.623015873015873,41
2,162,"svmrad",0.59375,0.623015873015873,41
2,162,"rf",0.625,0.597222222222222,41
2,162,"l2",0.645161290322581,0.538461538461539,42
2,162,"l1",0.580645161290323,0.5,42
2,162,"svmsig",0.548387096774194,0.525641025641026,42
2,162,"svmrad",0.548387096774194,0.525641025641026,42
2,162,"rf",0.67741935483871,0.594017094017094,42
2,162,"l2",0.545454545454545,0.458646616541353,43
2,162,"l1",0.545454545454545,0.447368421052632,43
2,162,"svmsig",0.545454545454545,0.5,43
2,162,"svmrad",0.545454545454545,0.5,43
2,162,"rf",0.484848484848485,0.447368421052632,43
2,162,"l2",0.575757575757576,0.383458646616541,44
2,162,"l1",0.515151515151515,0.484962406015038,44
2,162,"svmsig",0.484848484848485,0.37593984962406,44
2,162,"svmrad",0.484848484848485,0.37593984962406,44
2,162,"rf",0.545454545454545,0.479323308270677,44
2,162,"l2",0.545454545454545,0.387218045112782,45
2,162,"l1",0.575757575757576,0.5,45
2,162,"svmsig",0.454545454545455,0.327067669172932,45
2,162,"svmrad",0.454545454545455,0.327067669172932,45
2,162,"rf",0.515151515151515,0.428571428571429,45
2,162,"l2",0.5625,0.5,46
2,162,"l1",0.5625,0.5,46
2,162,"svmsig",0.625,0.71031746031746,46
2,162,"svmrad",0.625,0.71031746031746,46
2,162,"rf",0.625,0.668650793650794,46
2,162,"l2",0.5625,0.599206349206349,47
2,162,"l1",0.5625,0.5,47
2,162,"svmsig",0.59375,0.615079365079365,47
2,162,"svmrad",0.59375,0.615079365079365,47
2,162,"rf",0.65625,0.599206349206349,47
2,162,"l2",0.575757575757576,0.5,48
2,162,"l1",0.575757575757576,0.5,48
2,162,"svmsig",0.575757575757576,0.635338345864662,48
2,162,"svmrad",0.575757575757576,0.635338345864662,48
2,162,"rf",0.636363636363636,0.62406015037594,48
2,162,"l2",0.59375,0.481781376518219,49
2,162,"l1",0.59375,0.5,49
2,162,"svmsig",0.4375,0.502024291497976,49
2,162,"svmrad",0.4375,0.502024291497976,49
2,162,"rf",0.46875,0.504048582995952,49
2,162,"l2",0.575757575757576,0.522556390977444,50
2,162,"l1",0.484848484848485,0.342105263157895,50
2,162,"svmsig",0.515151515151515,0.477443609022556,50
2,162,"svmrad",0.515151515151515,0.477443609022556,50
2,162,"rf",0.515151515151515,0.43984962406015,50
3,160,"l2",0.59375,0.930946291560102,NA
3,160,"l1",0.575,0.5,NA
3,160,"svmsig",0.74375,0.947730179028133,NA
3,160,"svmrad",0.74375,0.947730179028133,NA
3,160,"rf",1,1,NA
3,160,"l2",0.53125,0.546558704453441,1
3,160,"l1",0.59375,0.5,1
3,160,"svmsig",0.5625,0.587044534412955,1
3,160,"svmrad",0.5625,0.587044534412955,1
3,160,"rf",0.53125,0.536437246963563,1
3,160,"l2",0.5625,0.587301587301587,2
3,160,"l1",0.46875,0.444444444444444,2
3,160,"svmsig",0.625,0.571428571428571,2
3,160,"svmrad",0.625,0.571428571428571,2
3,160,"rf",0.53125,0.555555555555556,2
3,160,"l2",0.575757575757576,0.62781954887218,3
3,160,"l1",0.575757575757576,0.5,3
3,160,"svmsig",0.575757575757576,0.661654135338346,3
3,160,"svmrad",0.575757575757576,0.661654135338346,3
3,160,"rf",0.515151515151515,0.451127819548872,3
3,160,"l2",0.5625,0.408730158730159,4
3,160,"l1",0.46875,0.384920634920635,4
3,160,"svmsig",0.46875,0.472222222222222,4
3,160,"svmrad",0.46875,0.472222222222222,4
3,160,"rf",0.5625,0.454365079365079,4
3,160,"l2",0.580645161290323,0.658119658119658,5
3,160,"l1",0.580645161290323,0.5,5
3,160,"svmsig",0.67741935483871,0.700854700854701,5
3,160,"svmrad",0.67741935483871,0.700854700854701,5
3,160,"rf",0.709677419354839,0.694444444444445,5
3,160,"l2",0.575757575757576,0.5,6
3,160,"l1",0.515151515151515,0.413533834586466,6
3,160,"svmsig",0.545454545454545,0.609022556390977,6
3,160,"svmrad",0.545454545454545,0.609022556390977,6
3,160,"rf",0.454545454545455,0.486842105263158,6
3,160,"l2",0.580645161290323,0.538461538461538,7
3,160,"l1",0.580645161290323,0.5,7
3,160,"svmsig",0.516129032258065,0.461538461538462,7
3,160,"svmrad",0.516129032258065,0.461538461538462,7
3,160,"rf",0.483870967741935,0.495726495726496,7
3,160,"l2",0.5625,0.5,8
3,160,"l1",0.5625,0.5,8
3,160,"svmsig",0.53125,0.670634920634921,8
3,160,"svmrad",0.53125,0.670634920634921,8
3,160,"rf",0.53125,0.450396825396825,8
3,160,"l2",0.645161290322581,0.615384615384615,9
3,160,"l1",0.580645161290323,0.5,9
3,160,"svmsig",0.709677419354839,0.606837606837607,9
3,160,"svmrad",0.709677419354839,0.606837606837607,9
3,160,"rf",0.548387096774194,0.594017094017094,9
3,160,"l2",0.575757575757576,0.484962406015038,10
3,160,"l1",0.575757575757576,0.5,10
